"hHillKey","hName","hHeightM","hLatitude","hLongitude","hFullReference","hActive"
59087,"Krudum",838.0,50.14,12.725,"OK/HKA-008","Y"
59088,"Lesná",812.0,50.3166,13.1502,"OK/HKA-009","Y"
59089,"Mirotický vrch",791.0,50.1251,13.0061,"OK/HKA-010","Y"
59090,"Počátecký vrch",819.0,50.323,12.4399,"OK/HKA-011","Y"
59091,"Pustý zámek",933.0,50.2397,13.0998,"OK/HKA-012","Y"
59092,"Roh",572.0,50.2103,12.7943,"OK/HKA-013","Y"
59093,"Rozhled",706.0,50.3221,12.8677,"OK/HKA-014","Y"
59094,"Studený vrch",572.0,50.2619,12.9725,"OK/HKA-015","Y"
59095,"Trmovský vrch",744.0,50.27,13.1497,"OK/HKA-016","Y"
59096,"Třebouňský vrch",824.0,50.0142,13.0022,"OK/HKA-017","Y"
59097,"U Ruské věže",912.0,50.2009,13.0733,"OK/HKA-018","Y"
59098,"Uhelný vrch",773.0,50.1437,12.9126,"OK/HKA-019","Y"
59099,"Zaječí hora",1009.0,50.3893,12.7223,"OK/HKA-020","Y"
59100,"Božanovský Špičák",774.0,50.5143,16.3147,"OK/HKR-001","Y"
59101,"Černá skála",1041.0,50.7087,15.5658,"OK/HKR-002","Y"
59102,"Chlum",450.0,50.3945,15.5683,"OK/HKR-003","Y"
59103,"Jánský vrch",697.0,50.6113,15.9889,"OK/HKR-004","Y"
59104,"Koníček",507.0,50.3745,16.1831,"OK/HKR-005","Y"
59105,"Kozinec",608.0,50.5177,15.5487,"OK/HKR-006","Y"
59106,"Lysečina",1188.0,50.7248,15.8299,"OK/HKR-007","Y"
59107,"Maxinec",450.0,50.3999,15.525,"OK/HKR-008","Y"
59108,"Na Kostele",690.0,50.5865,16.2208,"OK/HKR-009","Y"
59109,"Ostaš",700.0,50.5608,16.207,"OK/HKR-010","Y"
59110,"Potštejn",443.0,50.0781,16.3087,"OK/HKR-011","Y"
59111,"Přední Hradiště",713.0,50.5817,16.0605,"OK/HKR-012","Y"
59112,"Přivýšina",463.0,50.466,15.3205,"OK/HKR-013","Y"
59113,"Ruprechtický Špičák",880.0,50.6614,16.2809,"OK/HKR-014","Y"
59114,"Szeroka",838.0,50.6685,15.998,"OK/HKR-015","Y"
59115,"Špičák",841.0,50.3108,16.3278,"OK/HKR-016","Y"
59116,"Tabule",1282.0,50.7527,15.7922,"OK/HKR-017","Y"
59117,"Turov",603.0,50.5089,16.1483,"OK/HKR-018","Y"
59118,"U Rozhledny",451.0,50.1993,16.1226,"OK/HKR-019","Y"
59119,"Veliš",429.0,50.4168,15.3148,"OK/HKR-020","Y"
59120,"Vrchmezí",1084.0,50.3531,16.3608,"OK/HKR-021","Y"
59121,"Berkovský vrch",480.0,50.5567,14.5801,"OK/HLI-001","Y"
59122,"Brnišťský vrch",491.0,50.7291,14.6776,"OK/HLI-002","Y"
59123,"Buková",836.0,50.7604,15.2441,"OK/HLI-003","Y"
59124,"Císařský kámen",637.0,50.7132,15.1043,"OK/HLI-004","Y"
59125,"Černá hora",1085.0,50.8271,15.2099,"OK/HLI-005","Y"
59126,"Černý vrch",1026.0,50.832,15.299,"OK/HLI-006","Y"
59127,"Čertova hora",1021.0,50.7617,15.4305,"OK/HLI-007","Y"
59128,"Hamerský Špičák",452.0,50.6898,14.851,"OK/HLI-008","Y"
59129,"Chrastenský vrch",452.0,50.6988,14.8786,"OK/HLI-009","Y"
59130,"Javorník",684.0,50.6915,15.0801,"OK/HLI-010","Y"
59131,"Jelení stráň",1018.0,50.8364,15.3483,"OK/HLI-011","Y"
59132,"Kamenický kopec",452.0,50.689,14.6706,"OK/HLI-012","Y"
59133,"Korecký vrch",465.0,50.5354,14.6068,"OK/HLI-013","Y"
59134,"Kraví hora",378.0,50.6384,14.5705,"OK/HLI-014","Y"
59135,"Kumburk",642.0,50.4934,15.4458,"OK/HLI-015","Y"
59136,"Lipka",473.0,50.6953,14.7628,"OK/HLI-016","Y"
59137,"Luž",793.0,50.849,14.6468,"OK/HLI-017","Y"
59138,"Lysá skála",419.0,50.6303,14.6084,"OK/HLI-018","Y"
59139,"Lysý vrch",643.0,50.866,15.0008,"OK/HLI-019","Y"
59140,"Mazova horka",569.0,50.6987,14.9852,"OK/HLI-020","Y"
59141,"Mlýnský vrch",389.0,50.5828,14.6987,"OK/HLI-021","Y"
59142,"Nedvězí",458.0,50.507,14.5292,"OK/HLI-022","Y"
59143,"Oldřichovský Špičák",723.0,50.8645,15.0741,"OK/HLI-023","Y"
59144,"Ovčí hora",496.0,50.7959,14.9714,"OK/HLI-024","Y"
59145,"Pecopala",451.0,50.5935,14.7024,"OK/HLI-025","Y"
59146,"Pekelský vrch",487.0,50.8943,15.1675,"OK/HLI-026","Y"
59147,"Petruškovy vrchy",720.0,50.6956,15.3857,"OK/HLI-027","Y"
59148,"Plešivec",658.0,50.8364,14.6844,"OK/HLI-028","Y"
59149,"Radečský kopec",504.0,50.7162,14.4475,"OK/HLI-029","Y"
59150,"Ředice",663.0,50.5164,15.3394,"OK/HLI-030","Y"
59151,"Skalický vrch",484.0,50.7365,14.5265,"OK/HLI-031","Y"
59152,"Sokol (Jičínská pahorkatina)",563.0,50.6321,15.2053,"OK/HLI-032","Y"
59153,"Sokol (Lužické hory)",593.0,50.8075,14.7499,"OK/HLI-033","Y"
59154,"Strážník",610.0,50.6077,15.4386,"OK/HLI-034","Y"
59155,"Strážný",492.0,50.7598,14.6062,"OK/HLI-035","Y"
59156,"Střední vrch",593.0,50.801,14.4769,"OK/HLI-036","Y"
59157,"Stříbrník",507.0,50.7323,14.8489,"OK/HLI-037","Y"
59158,"Šedina",473.0,50.5691,14.5907,"OK/HLI-038","Y"
59159,"Šenovský vrch",632.0,50.7829,14.4814,"OK/HLI-039","Y"
59160,"Šroubený",375.0,50.594,14.6363,"OK/HLI-040","Y"
59161,"Velká Buková",474.0,50.5929,14.7555,"OK/HLI-041","Y"
59162,"Velký Beškovský",474.0,50.5188,14.5823,"OK/HLI-042","Y"
59163,"Vlčí hřeben",1140.0,50.7326,15.5097,"OK/HLI-043","Y"
59164,"Vyhlídka",512.0,50.9717,15.1702,"OK/HLI-044","Y"
59165,"Bednářský vrch",588.0,50.086,17.6154,"OK/HMO-001","Y"
59166,"Bedřichova hora",745.0,50.1331,17.4989,"OK/HMO-002","Y"
59167,"Červená hora",749.0,49.7768,17.5418,"OK/HMO-003","Y"
59168,"Česlar",921.0,49.6231,18.8205,"OK/HMO-004","Y"
59169,"Čudácka",827.0,49.4678,18.5479,"OK/HMO-005","Y"
59170,"Čupel",943.0,49.5236,18.4255,"OK/HMO-006","Y"
59171,"Dlouhá",859.0,49.5202,18.1244,"OK/HMO-007","Y"
59172,"Hradní vrch Hukvaldy",479.0,49.6204,18.2277,"OK/HMO-008","Y"
59173,"Jelení vrch",875.0,50.1554,17.3896,"OK/HMO-009","Y"
59174,"Kotouč",511.0,49.584,18.1124,"OK/HMO-010","Y"
59175,"Kyčera",834.0,49.4198,18.4241,"OK/HMO-011","Y"
59176,"Libhošťská hůrka",494.0,49.6103,18.0759,"OK/HMO-012","Y"
59177,"Lukavice",898.0,49.4208,18.4816,"OK/HMO-013","Y"
59178,"Lyra",1103.0,50.0973,17.2915,"OK/HMO-014","Y"
59179,"Malý Polom",1061.0,49.5095,18.5982,"OK/HMO-015","Y"
59180,"Metylovická hůrka",524.0,49.6195,18.3434,"OK/HMO-016","Y"
59181,"Na Kamenném",502.0,49.5203,18.0,"OK/HMO-017","Y"
59182,"Návrší",679.0,49.9372,17.4603,"OK/HMO-018","Y"
59183,"Okrouhlice",832.0,49.5078,18.4685,"OK/HMO-019","Y"
59184,"Ondřejník",890.0,49.5846,18.313,"OK/HMO-020","Y"
59185,"Ostrý",1044.0,49.6012,18.6571,"OK/HMO-021","Y"
59186,"Ovčí vrch",966.0,50.0729,17.3311,"OK/HMO-022","Y"
59187,"Radhošť",1129.0,49.4917,18.2229,"OK/HMO-023","Y"
59188,"Slavíč",1056.0,49.5683,18.5885,"OK/HMO-024","Y"
59189,"Starojický kopec",496.0,49.5829,17.9635,"OK/HMO-025","Y"
59190,"Strážnice",494.0,50.2319,17.5985,"OK/HMO-026","Y"
59191,"Velký Roudný",780.0,49.8912,17.5226,"OK/HMO-027","Y"
59192,"Vysoká",451.0,50.2663,17.5746,"OK/HMO-028","Y"
59193,"Vysoká hole",1465.0,50.0627,17.2356,"OK/HMO-029","Y"
59194,"Žárový vrch",1101.0,50.1089,17.3109,"OK/HMO-030","Y"
59195,"Bouda",956.0,50.0455,16.8509,"OK/HOL-001","Y"
59196,"Boží hora",527.0,50.3103,17.1122,"OK/HOL-002","Y"
59197,"Bradlo",599.0,49.854,17.0543,"OK/HOL-003","Y"
59198,"Červená hora",1333.0,50.1442,17.136,"OK/HOL-004","Y"
59199,"Dražník",506.0,49.9284,16.9843,"OK/HOL-005","Y"
59200,"Fidlův kopec",680.0,49.6205,17.5055,"OK/HOL-006","Y"
59201,"Kamenitý kopec",616.0,50.0271,17.0634,"OK/HOL-007","Y"
59202,"Kluč",892.0,50.0587,17.1086,"OK/HOL-008","Y"
59203,"Kopřivný",823.0,50.2313,17.1016,"OK/HOL-009","Y"
59204,"Kovadlina",989.0,50.2638,17.0134,"OK/HOL-010","Y"
59205,"Křemenáč",735.0,50.2871,17.2249,"OK/HOL-011","Y"
59206,"Lysý vrch",1128.0,50.138,17.2359,"OK/HOL-012","Y"
59207,"Markovice",475.0,49.894,16.9508,"OK/HOL-013","Y"
59208,"Michalův vrch",602.0,49.9197,16.7851,"OK/HOL-014","Y"
59209,"Ostrý",887.0,50.2061,17.3552,"OK/HOL-015","Y"
59210,"Potůčník",763.0,50.0595,16.9892,"OK/HOL-016","Y"
59211,"Pustina",626.0,49.9724,16.8077,"OK/HOL-017","Y"
59212,"Rudná hora",916.0,50.0464,17.1163,"OK/HOL-018","Y"
59213,"Sklenný vrch",609.0,49.9875,16.906,"OK/HOL-019","Y"
59214,"Sušina",1321.0,50.1738,16.8633,"OK/HOL-020","Y"
59215,"Špičák",957.0,50.2975,17.0116,"OK/HOL-021","Y"
59216,"Velký Kosíř",442.0,49.5483,17.0617,"OK/HOL-022","Y"
59217,"Zahálkovy skály",610.0,49.6544,16.8232,"OK/HOL-023","Y"
59218,"Zámecký pahorek",868.0,50.2203,17.3336,"OK/HOL-024","Y"
59219,"Žárovec",793.0,50.0682,17.0139,"OK/HOL-025","Y"
59220,"Adam",766.0,50.1119,16.6044,"OK/HPA-001","Y"
59221,"Andrlův Chlum",559.0,49.9601,16.3741,"OK/HPA-002","Y"
59222,"Bučina",606.0,49.8792,15.6509,"OK/HPA-003","Y"
59223,"Buková hora",958.0,50.0096,16.7095,"OK/HPA-004","Y"
59224,"Doubravice",477.0,49.7219,16.7344,"OK/HPA-005","Y"
59225,"Dvorská",594.0,49.728,16.6702,"OK/HPA-006","Y"
59226,"Hůrka u České Rybné",558.0,50.0792,16.4012,"OK/HPA-007","Y"
59227,"Karlštejn",784.0,49.7151,16.0673,"OK/HPA-008","Y"
59228,"Kraví hora",583.0,49.6735,16.6626,"OK/HPA-009","Y"
59229,"Malý Sněžník",1324.0,50.192,16.8151,"OK/HPA-010","Y"
59230,"Podhoří",528.0,49.9863,16.3635,"OK/HPA-011","Y"
59231,"Rychnovský vrch",541.0,49.8304,16.6601,"OK/HPA-012","Y"
59232,"Strážný",584.0,49.9797,16.4761,"OK/HPA-013","Y"
59233,"Studený",721.0,50.0781,16.5967,"OK/HPA-014","Y"
59234,"Bezný",659.0,49.3754,13.0351,"OK/HPL-001","Y"
59235,"Bílá skála",662.0,49.7499,13.7417,"OK/HPL-002","Y"
59236,"Blatný vrch",1376.0,48.9645,13.4486,"OK/HPL-003","Y"
59237,"Boudovka",729.0,49.317,13.3417,"OK/HPL-004","Y"
59238,"Buková hora",651.0,49.5322,13.5507,"OK/HPL-005","Y"
59239,"Čepičná",670.0,49.2717,13.5823,"OK/HPL-006","Y"
59240,"Černá skála",731.0,49.3806,13.1151,"OK/HPL-007","Y"
59241,"Drkolná",729.0,49.3385,13.3936,"OK/HPL-008","Y"
59242,"Háj (u Nemilkova)",771.0,49.2766,13.3673,"OK/HPL-009","Y"
59243,"Háj (u Podmokel)",640.0,49.2325,13.5911,"OK/HPL-010","Y"
59244,"Homole",680.0,49.881,12.7992,"OK/HPL-011","Y"
59245,"Hora",675.0,49.3631,13.519,"OK/HPL-012","Y"
59246,"Hrádek",591.0,49.431,12.8615,"OK/HPL-013","Y"
59247,"Hůrecký vrch",1099.0,49.1356,13.3397,"OK/HPL-014","Y"
59248,"Javorná",1090.0,49.1997,13.3242,"OK/HPL-015","Y"
59249,"Jelení vrch",523.0,49.6415,13.3744,"OK/HPL-016","Y"
59250,"Kamenný vrch",739.0,49.611,12.6663,"OK/HPL-017","Y"
59251,"Kanešův kopec",633.0,50.0871,13.341,"OK/HPL-018","Y"
59252,"Kozelka",660.0,49.9943,13.1578,"OK/HPL-019","Y"
59253,"Kozník",637.0,49.274,13.6586,"OK/HPL-020","Y"
59254,"Lípa",504.0,49.9352,13.7364,"OK/HPL-021","Y"
59255,"Lišák",710.0,49.3023,13.063,"OK/HPL-022","Y"
59256,"Markétin vrch",664.0,49.4365,13.6578,"OK/HPL-023","Y"
59257,"Nad Maráskem",805.0,49.5929,13.7283,"OK/HPL-024","Y"
59258,"Nad Zámečkem",720.0,49.43,12.6927,"OK/HPL-025","Y"
59259,"Nuzerovská stráž",803.0,49.1935,13.4694,"OK/HPL-026","Y"
59260,"Ošupaná",561.0,49.4615,13.3427,"OK/HPL-027","Y"
59261,"Plešivec",766.0,49.7174,12.6137,"OK/HPL-028","Y"
59262,"Plošina",972.0,49.2478,13.2583,"OK/HPL-029","Y"
59263,"Polom",1295.0,49.1304,13.2887,"OK/HPL-030","Y"
59264,"Ptín",575.0,49.4565,13.3784,"OK/HPL-031","Y"
59265,"Radlice",604.0,49.4821,13.13,"OK/HPL-032","Y"
59266,"Řičej",697.0,49.4589,13.2132,"OK/HPL-033","Y"
59267,"Sedlo",904.0,49.1901,13.5689,"OK/HPL-034","Y"
59268,"Slunečná",998.0,49.1142,13.4017,"OK/HPL-035","Y"
59269,"Sokol",1253.0,49.048,13.5359,"OK/HPL-036","Y"
59270,"Spálený vrch",668.0,49.3735,12.8827,"OK/HPL-037","Y"
59271,"Starý Herštejn",878.0,49.4721,12.7141,"OK/HPL-038","Y"
59272,"Stírka",706.0,49.4145,13.5493,"OK/HPL-039","Y"
59273,"Stramchyně",543.0,49.5088,13.2866,"OK/HPL-040","Y"
59274,"Štědrý",668.0,49.5105,13.6539,"OK/HPL-041","Y"
59275,"Tuhošť",601.0,49.4918,13.2605,"OK/HPL-042","Y"
59276,"U zadních chalup",875.0,49.2535,13.0825,"OK/HPL-043","Y"
59277,"Úliště",690.0,49.3268,13.2809,"OK/HPL-044","Y"
59278,"Velký Bítov",712.0,49.3998,13.1784,"OK/HPL-045","Y"
59279,"Vysoký hřbet",1078.0,49.1685,13.3739,"OK/HPL-046","Y"
59280,"Výšina",708.0,49.5583,12.6824,"OK/HPL-047","Y"
59281,"Ždánidla",1308.0,49.104,13.3471,"OK/HPL-048","Y"
59282,"Žďár",629.0,49.7384,13.6579,"OK/HPL-049","Y"
59283,"Želivský vrch",770.0,49.2802,13.2121,"OK/HPL-050","Y"
59284,"Baba",362.0,50.4546,14.9555,"OK/HST-001","Y"
59285,"Besedná",498.0,49.7646,14.3764,"OK/HST-002","Y"
59286,"Blaník",638.0,49.6418,14.8736,"OK/HST-003","Y"
59287,"Červená hora",486.0,49.8276,14.4059,"OK/HST-004","Y"
59288,"Čihadlo",528.0,49.7542,14.2589,"OK/HST-005","Y"
59289,"Děd",493.0,49.9675,14.0341,"OK/HST-006","Y"
59290,"Drbákov",490.0,49.7166,14.3604,"OK/HST-007","Y"
59291,"Džbány",688.0,49.6587,14.6968,"OK/HST-008","Y"
59292,"Herinky",441.0,49.9661,14.115,"OK/HST-009","Y"
59293,"Holý vrch",516.0,49.8102,14.484,"OK/HST-010","Y"
59294,"Hrby",627.0,49.5655,14.2532,"OK/HST-011","Y"
59295,"Chlum",506.0,49.7717,14.6086,"OK/HST-012","Y"
59296,"Javornická hůra",583.0,49.6808,15.0144,"OK/HST-013","Y"
59297,"Jivina",620.0,49.7878,13.8273,"OK/HST-014","Y"
59298,"Káčov",351.0,50.5508,14.9855,"OK/HST-015","Y"
59299,"Koukolova hora",471.0,49.9202,14.0232,"OK/HST-016","Y"
59300,"Ládví",359.0,50.1362,14.4644,"OK/HST-017","Y"
59301,"Lejškov",487.0,49.8982,14.0305,"OK/HST-018","Y"
59302,"Lhotský vrch",607.0,50.0434,13.4756,"OK/HST-019","Y"
59303,"Louštín",538.0,50.164,13.7936,"OK/HST-020","Y"
59304,"Mezivrata",712.0,49.6022,14.6708,"OK/HST-021","Y"
59305,"Na vrchu",465.0,49.7238,14.3928,"OK/HST-022","Y"
59306,"Neštětická hora",536.0,49.7691,14.5684,"OK/HST-023","Y"
59307,"Ostrý",539.0,49.8205,13.9593,"OK/HST-024","Y"
59308,"Pteč",633.0,49.5848,14.1036,"OK/HST-025","Y"
59309,"Špička",531.0,49.9749,13.8635,"OK/HST-026","Y"
59310,"Třemšín",827.0,49.5671,13.7772,"OK/HST-027","Y"
59311,"Vlková",521.0,49.8851,14.6032,"OK/HST-028","Y"
59312,"Vysoký Tok",546.0,49.9927,13.8494,"OK/HST-029","Y"
59313,"Zámecký vrch",453.0,49.8986,13.906,"OK/HST-030","Y"
59314,"Černý vrch",678.0,50.3636,13.1757,"OK/HUS-001","Y"
59315,"Děčínský Sněžník",724.0,50.7912,14.1047,"OK/HUS-002","Y"
59316,"Dlouhá",483.0,50.4529,13.7959,"OK/HUS-003","Y"
59317,"Hněvín",407.0,50.5206,13.6332,"OK/HUS-004","Y"
59318,"Chmelník",507.0,50.7546,14.1583,"OK/HUS-005","Y"
59319,"Chřibský vrch",623.0,50.8425,14.4924,"OK/HUS-006","Y"
59320,"Ječný vrch",503.0,51.0059,14.3238,"OK/HUS-007","Y"
59321,"Kamenná hora",601.0,50.6475,14.1783,"OK/HUS-008","Y"
59322,"Kamenný vrch",963.0,50.4456,13.0349,"OK/HUS-009","Y"
59323,"Kohout",589.0,50.71,14.3121,"OK/HUS-010","Y"
59324,"Křížový vrch",450.0,50.4535,13.8558,"OK/HUS-011","Y"
59325,"Kubačka",542.0,50.571,14.0089,"OK/HUS-012","Y"
59326,"Kunratický vrch",509.0,50.8131,14.4262,"OK/HUS-013","Y"
59327,"Lhota",571.0,50.527,13.9348,"OK/HUS-014","Y"
59328,"Lotarův vrch",509.0,50.7593,14.1388,"OK/HUS-015","Y"
59329,"Malý Buk",713.0,50.8028,14.5535,"OK/HUS-016","Y"
59330,"Medvědí skála",923.0,50.5706,13.4647,"OK/HUS-017","Y"
59331,"Mezihořský vrch",916.0,50.5532,13.3727,"OK/HUS-018","Y"
59332,"Mlýny",475.0,50.8756,14.3665,"OK/HUS-019","Y"
59333,"Na zámečku",391.0,50.8587,14.3482,"OK/HUS-020","Y"
59334,"Oltářní kámen",472.0,50.8831,14.3271,"OK/HUS-021","Y"
59335,"Ostrý",553.0,50.5315,13.9514,"OK/HUS-022","Y"
59336,"Panna",596.0,50.6115,14.1847,"OK/HUS-023","Y"
59337,"Partyzánský vrch",531.0,50.9969,14.4063,"OK/HUS-024","Y"
59338,"Plešivec (České Středohoří)",510.0,50.5652,14.0892,"OK/HUS-025","Y"
59339,"Plešivec (Lužické hory)",597.0,50.8702,14.5098,"OK/HUS-026","Y"
59340,"Popovičský vrch",531.0,50.7939,14.2843,"OK/HUS-027","Y"
59341,"Pramenáč",910.0,50.6996,13.7319,"OK/HUS-028","Y"
59342,"Radešín",551.0,50.6973,14.0595,"OK/HUS-029","Y"
59343,"Rovný",377.0,50.6295,13.9777,"OK/HUS-030","Y"
59344,"Sokol",668.0,50.8249,14.533,"OK/HUS-031","Y"
59345,"Solanská hora",638.0,50.493,13.9032,"OK/HUS-032","Y"
59346,"Srdov",483.0,50.4172,13.8207,"OK/HUS-033","Y"
59347,"Strážiště (Děčínská vrchovina)",470.0,50.8165,14.3717,"OK/HUS-034","Y"
59348,"Strážiště (České středohoří)",362.0,50.5527,14.0629,"OK/HUS-035","Y"
59349,"Střížovický vrch",348.0,50.6756,14.0035,"OK/HUS-036","Y"
59350,"Sutomský vrch",506.0,50.5075,13.9781,"OK/HUS-037","Y"
59351,"Široký vrch",586.0,50.8882,14.4885,"OK/HUS-038","Y"
59352,"Špičák",399.0,50.5199,13.6679,"OK/HUS-039","Y"
59353,"Šumburk",545.0,50.3728,13.1467,"OK/HUS-040","Y"
59354,"Táhlina",670.0,50.5231,13.9017,"OK/HUS-041","Y"
59355,"Tanečnice",599.0,50.9661,14.3201,"OK/HUS-042","Y"
59356,"Trojhora",456.0,50.5924,14.19,"OK/HUS-043","Y"
59357,"Ve Chvojkách",382.0,50.621,13.8209,"OK/HUS-044","Y"
59358,"Vlčí hora",588.0,50.9397,14.4653,"OK/HUS-045","Y"
59359,"Vrchovina",677.0,50.5937,14.1397,"OK/HUS-046","Y"
59360,"Výrov",510.0,50.2579,13.6535,"OK/HUS-047","Y"
59361,"Vysoký kámen",494.0,50.6898,14.1357,"OK/HUS-048","Y"
59362,"Vysoký Ostrý",580.0,50.6365,14.0801,"OK/HUS-049","Y"
59363,"Želenický vrch",456.0,50.5196,13.7314,"OK/HUS-050","Y"
59364,"Buchtův kopec",813.0,49.6595,16.1333,"OK/HVY-001","Y"
59365,"Čeřínek",761.0,49.3767,15.4365,"OK/HVY-002","Y"
59366,"Havlina",707.0,49.4503,15.8478,"OK/HVY-003","Y"
59367,"Holý vrch",620.0,49.6184,15.4125,"OK/HVY-004","Y"
59368,"Křemešník",769.0,49.4043,15.3248,"OK/HVY-005","Y"
59369,"Na Nivách",662.0,49.4174,16.0578,"OK/HVY-006","Y"
59370,"Strážiště",745.0,49.5358,15.0039,"OK/HVY-007","Y"
59371,"Strom",771.0,49.6625,16.1658,"OK/HVY-008","Y"
59372,"Svatá hora",679.0,49.3694,16.1575,"OK/HVY-009","Y"
59373,"Svidník",739.0,49.3929,14.9594,"OK/HVY-010","Y"
59374,"Šindelný vrch",806.0,49.6666,15.948,"OK/HVY-011","Y"
59375,"U Rozhledny",669.0,49.5108,16.3842,"OK/HVY-012","Y"
59376,"Velký Špičák",733.0,49.3115,15.5112,"OK/HVY-013","Y"
59377,"Vestec",668.0,49.7506,15.7641,"OK/HVY-014","Y"
59378,"Zubštejn",689.0,49.532,16.3259,"OK/HVY-015","Y"
59379,"Žebrákovský kopec",601.0,49.6824,15.3647,"OK/HVY-016","Y"
59380,"Beskydek",953.0,49.3929,18.4055,"OK/HZL-001","Y"
59381,"Čečetkov",687.0,49.3942,17.8489,"OK/HZL-002","Y"
59382,"Čerňava",844.0,49.3766,17.7687,"OK/HZL-003","Y"
59383,"Čertův kámen",543.0,49.1486,17.7283,"OK/HZL-004","Y"
59384,"Červenec",759.0,49.4467,18.2836,"OK/HZL-005","Y"
59385,"Čubův kopec",720.0,49.1948,18.1325,"OK/HZL-006","Y"
59386,"Gigula",951.0,49.3285,18.3174,"OK/HZL-007","Y"
59387,"Holý kopec",548.0,49.1038,17.2886,"OK/HZL-008","Y"
59388,"Hostýn",735.0,49.3801,17.7018,"OK/HZL-009","Y"
59389,"Javorčí",630.0,49.3375,17.671,"OK/HZL-010","Y"
59390,"Kamenná",482.0,49.1379,17.7054,"OK/HZL-011","Y"
59391,"Kaňúr",791.0,49.1027,18.1112,"OK/HZL-012","Y"
59392,"Kladnatá",769.0,49.3486,18.1314,"OK/HZL-013","Y"
59393,"Kleštěnec",498.0,49.217,17.2096,"OK/HZL-014","Y"
59394,"Kuželek",638.0,49.3268,17.7512,"OK/HZL-015","Y"
59395,"Lemešná",950.0,49.3564,18.3954,"OK/HZL-016","Y"
59396,"Lokov",741.0,48.9973,17.8682,"OK/HZL-017","Y"
59397,"Lopušná",913.0,49.3389,18.3461,"OK/HZL-018","Y"
59398,"Mikulčin vrch",799.0,48.9453,17.8089,"OK/HZL-019","Y"
59399,"Mladý háj",535.0,49.1257,17.8463,"OK/HZL-020","Y"
59400,"Myšince",353.0,49.0257,17.5876,"OK/HZL-021","Y"
59401,"Obřany",705.0,49.3667,17.7334,"OK/HZL-022","Y"
59402,"Ocásek",553.0,49.0988,17.236,"OK/HZL-023","Y"
59403,"Ochmelov",734.0,49.3333,18.0962,"OK/HZL-024","Y"
59404,"Ostrý vrch",672.0,49.4282,18.0476,"OK/HZL-025","Y"
59405,"Pálenisko",571.0,49.4025,17.9745,"OK/HZL-026","Y"
59406,"Sochová",741.0,49.385,17.7951,"OK/HZL-027","Y"
59407,"Stanovnická Kyčera",851.0,49.3164,18.2643,"OK/HZL-028","Y"
59408,"Studený vrch",646.0,48.94,17.7312,"OK/HZL-029","Y"
59409,"Tanečnice",911.0,49.3869,18.1906,"OK/HZL-030","Y"
59410,"Válečková Kyčera",827.0,49.3111,18.2456,"OK/HZL-031","Y"
59411,"Vartovna",651.0,49.27,17.9387,"OK/HZL-032","Y"
59412,"Zadní vrch",423.0,49.2604,17.6363,"OK/HZL-033","Y"
59413,"Žár",689.0,49.2728,18.0938,"OK/HZL-034","Y"
59501,"Aiats",1303.0,42.0642,2.4292,"EA3/HBC-001","Y"
59502,"Baga de Cal Xero",811.0,42.1008,1.8675,"EA3/HBC-002","Y"
59503,"Bosc de Colldeforn",626.0,41.8492,1.8067,"EA3/HBC-003","Y"
59504,"Camprodon",788.0,41.9725,1.96,"EA3/HBC-004","Y"
59505,"Canal Closa",1334.0,42.1517,1.905,"EA3/HBC-005","Y"
59506,"Cap de la Solana",1133.0,42.1472,1.96788,"EA3/HBC-006","Y"
59507,"Castell de Besora",1030.0,42.1242,2.2508,"EA3/HBC-007","Y"
59508,"Cingles de Costa Freda",1884.0,42.2067,1.77,"EA3/HBC-008","Y"
59509,"Comabella",637.0,41.8775,1.69,"EA3/HBC-009","Y"
59510,"El Castell de Boixader",931.0,42.124,2.15808,"EA3/HBC-010","Y"
59511,"El Castellot",791.0,41.4425,1.585,"EA3/HBC-011","Y"
59512,"El Montgròs",348.0,41.2683,1.7392,"EA3/HBC-012","Y"
59513,"El Reu",1228.0,42.1758,1.8758,"EA3/HBC-013","Y"
59514,"Els Castellons",1137.0,42.17,1.9525,"EA3/HBC-014","Y"
59515,"Els Munts",867.0,41.935,2.3692,"EA3/HBC-015","Y"
59516,"Els Rasots",538.0,41.7417,1.78,"EA3/HBC-016","Y"
59517,"La Cabrassa",1004.0,42.0808,1.9842,"EA3/HBC-017","Y"
59518,"La Coscollada",457.0,41.4925,2.22987,"EA3/HBC-018","Y"
59519,"La Desfeta",517.0,41.3175,1.9458,"EA3/HBC-019","Y"
59520,"La Socarrada",586.0,41.4925,1.6483,"EA3/HBC-020","Y"
59521,"l'Enclusa",852.0,41.8708,2.3208,"EA3/HBC-021","Y"
59522,"Les Comelles",381.0,41.7033,1.8567,"EA3/HBC-022","Y"
59523,"Les Tallades",1126.0,42.1175,1.9758,"EA3/HBC-023","Y"
59524,"Magdalena Superior",1112.0,41.5892,1.8267,"EA3/HBC-024","Y"
59525,"Montbaig",277.0,41.3383,2.0108,"EA3/HBC-025","Y"
59526,"Montbordó",772.0,41.9667,1.7858,"EA3/HBC-026","Y"
59527,"Montcau",1155.0,42.0475,2.4217,"EA3/HBC-027","Y"
59528,"Montcogul",579.0,41.8217,1.9325,"EA3/HBC-028","Y"
59529,"Montderm",1512.0,42.2683,1.945,"EA3/HBC-029","Y"
59530,"Muntanya De La Sal",491.0,41.8083,1.8792,"EA3/HBC-030","Y"
